243	3
254	3
383	1
388	0
424	0
446	0
487	1
503	0
507	3
638	3
643	1
651	0
735	1
741	2
805	2
882	3
901	0
929	2
1025	1
1131	2
1167	1
1184	1
1211	0
1424	3
1435	3
1548	1
1674	2
1733	3
1848	2
1903	2
1928	1
2010	1
2012	1
2030	0
2033	3
2090	1
2110	3
2132	2
2179	1
2276	3
2288	1
2313	1
2337	0
2358	2
2437	0
2766	3
2790	0
2793	2
2891	3
2977	3
3145	3
3167	2
3282	0
3331	1
3346	2
3363	3
3371	3
3373	2
3556	2
3578	0
3640	0
3719	0
3827	3
3840	2
3917	0
3923	1
4017	3
4092	2
4157	2
4221	0
4334	1
4385	2
4600	0
4622	2
4785	1
4795	0
4896	0
4938	2
5037	1
5207	0
5209	0
5331	0
5385	0
5439	2
5476	2
5483	2
5499	1
5539	2
5543	1
5582	3
5609	3
5728	0
5815	0
5903	3
6007	1
6073	2
6092	1
6115	0
6238	1
6242	3
6251	3
6323	3
6333	1
6345	1
6431	2
6432	0
6532	2
6537	0
6543	3
6563	3
6566	1
6575	3
6577	1
6611	0
6662	1
6671	0
6769	0
6772	3
6789	1
6866	2
6900	2
7082	1
7105	2
7125	3
7128	2
7134	0
7158	3
7210	2
7283	3
7286	3
7312	2
7341	0
7346	3
7352	0
7371	1
7569	2
7620	1
7841	1
7887	2
7890	0
7915	3
7958	2
8019	2
8066	3
8067	3
8167	0
8187	0
8234	2
8245	3
8250	2
8253	3
8255	0
8284	3
8313	0
8314	1
8323	0
8362	3
8454	3
8487	3
8529	1
8584	0
8672	1
8680	1
8681	3
8695	2
8734	2
8782	3
8801	1
8839	0
8864	0
8870	2
8872	1
8936	3
8937	2
8971	0
9094	0
9141	2
9177	0
9226	0
9227	2
9289	1
9313	1
9354	1
9357	1
9373	0
9381	2
9408	1
9417	3
9454	1
9571	0
9613	2
9660	0
9747	3
9856	3
9908	3
10001	0
10030	3
10067	1
10118	2
10199	0
10241	1
10314	3
10354	2
10447	3
10532	0
10560	3
10590	1
10619	0
10668	0
10819	3
10946	0
10949	0
11120	2
11224	3
11245	3
11362	0
11400	2
11529	0
11532	0
11601	3
11629	3
11638	0
11657	1
11676	3
11687	2
11709	1
11718	2
11724	3
11788	0
11832	0
11916	0
11944	0
11993	3
12100	1
12112	1
12154	0
12194	2
12238	1
12272	2
12515	2
12537	0
12538	3
12569	2
12692	1
12698	0
12702	0
12784	0
12811	1
12824	3
12863	1
12917	2
12982	3
12990	0
13080	0
13082	3
13093	2
13104	1
13126	0
13221	0
13273	3
13279	0
13331	0
13518	2
13540	3
13551	0
13552	3
13582	3
13600	2
13604	0
13664	1
13666	0
13850	3
13935	3
13973	0
13995	2
14049	0
14079	2
14180	1
14230	1
14326	2
14374	2
14387	3
14393	0
14422	3
14449	1
14451	0
14456	3
14521	3
14638	3
14667	2
14698	2
14744	1
14768	3
14897	3
14966	1
15021	2
15049	2
15076	0
15367	0
15408	3
15418	3
15497	2
15602	2
15651	2
15670	2
15819	3
15845	0
15918	1
15945	1
15957	3
16009	2
16036	1
16046	0
16106	3
16121	1
16155	3
16161	0
16220	0
16231	0
16246	2
16263	2
16413	2
16488	3
16504	1
16545	1
16599	2
16601	3
16634	3
16718	3
16721	3
16730	0
16755	0
16777	0
16781	2
16795	3
16818	0
16835	0
16871	1
16877	0
16908	1
16916	3
16943	3
16949	2
16966	3
16996	2
16999	1
17003	3
17058	0
17177	0
17183	1
17190	2
17233	0
17282	3
17340	0
17402	0
17507	1
17667	2
17761	2
17859	3
17894	2
17906	0
17950	3
17970	1
18012	0
18067	3
18082	3
18095	1
18096	1
18155	1
18172	3
18176	0
18250	0
18311	0
18384	0
18401	3
18439	1
18519	0
18714	0
18963	0
18979	1
18995	1
19018	0
19085	3
19145	0
19336	2
19487	0
19493	2
19522	2
19571	0
19573	0
19605	0
19664	3
19681	2
19711	3
19842	3
19969	0
19974	0
20060	3
20106	0
20115	3
20119	3
20147	0
20149	1
20172	2
20180	2
20201	3
20245	0
20265	1
20336	2
20347	0
20409	2
20418	0
20448	0
20462	2
20484	0
20561	1
20627	1
20680	0
20703	0
20946	0
20971	3
21011	2
21014	3
21031	3
21049	0
21202	0
21207	0
21229	2
21252	3
21343	0
21356	3
21364	3
21370	0
21404	3
21484	3
21540	1
21576	3
21618	2
21659	3
21660	0
21708	0
21774	1
21860	0
21875	1
21903	0
21937	0
22023	1
22045	1
22062	1
22074	2
22089	1
22107	0
22154	0
22200	0
22252	1
22338	0
22362	0
22365	2
22495	2
22521	2
22624	1
22625	3
22773	0
22813	0
22818	2
22900	2
22912	0
23065	0
23070	0
23124	0
23128	0
23288	3
23459	0
23511	3
23547	1
23571	3
23582	0
23619	1
23624	0
23652	1
23659	1
23680	3
23699	2
23703	0
23768	3
23771	1
23816	0
23871	2
23872	3
23902	3
23933	1
24090	0
24105	0
24186	2
24194	3
24379	0
24391	2
24427	0
24433	3
24452	1
24525	0
24539	3
24544	2
24627	1
24641	2
24694	0
24733	1
24778	0
24846	0
24878	0
24921	3
24933	3
24934	2
24941	0
24995	0
25009	1
25105	0
25131	3
25216	0
25225	0
25253	1
25261	1
25311	1
25395	2
25409	3
25410	1
25436	2
25533	2
25545	0
25583	2
25601	3
25630	2
25674	0
25695	1
25700	0
25792	1
25827	2
25850	0
25890	1
25916	1
25919	2
25930	2
25966	1
25981	3
25996	0
26057	2
26084	2
26120	0
26134	0
26145	0
26182	0
26196	0
26231	0
26240	3
26371	2
26418	0
26487	2
26516	3
26517	2
26521	0
26535	3
26538	1
26544	3
26553	0
26583	1
26593	3
26598	1
26611	0
26620	2
26621	3
26624	0
26628	0
26711	1
26713	1
26730	1
26813	1
26831	2
26883	3
27091	1
27140	2
27169	2
27193	2
27383	1
27462	3
27472	3
27551	2
27617	3
27647	3
27704	0
27740	3
27788	3
27812	3
27813	2
27821	0
27875	1
27947	3
28016	2
28056	0
28076	1
28096	0
28139	1
28144	0
28177	3
28204	3
28222	0
28255	1
28315	0
28360	3
28451	2
28454	1
28492	1
28523	3
28591	3
28594	2
28619	3
28634	3
28666	3
28667	1
28735	0
28820	1
28865	1
28877	2
28938	1
29028	0
29070	0
29094	1
29101	3
29209	3
29259	3
29419	2
29497	0
29526	3
29570	1
29702	0
29806	2
29855	3
29915	3
29974	1
30029	2
30035	3
30052	1
30072	2
30081	2
30120	0
30125	1
30127	1
30144	1
30245	0
30261	3
30273	3
30276	3
30312	1
30319	1
30324	1
30333	1
30385	0
30445	1
30461	0
30487	3
30495	0
30509	0
30511	3
30531	1
30533	3
30555	1
30594	1
30642	0
30667	0
30711	3
30712	2
30716	3
30735	3
30744	3
30746	1
30749	0
30770	2
30806	3
30810	1
30824	3
30854	0
30887	0
30898	2
30968	0
30971	2
30972	3
30985	2
30994	3
31006	0
31008	2
31010	1
31040	3
31049	2
31050	3
31080	1
31082	1
31094	2
31102	0
31134	0
31158	0
31172	1
31226	3
31229	0
31256	2
31308	3
31315	3
31343	2
31391	3
31393	3
31412	0
31466	3
31468	1
31471	1
31551	1
31556	3
31609	2
31611	0
31652	2
31681	0
31688	0
31740	0
31742	0
31816	0
31826	3
31846	3
31860	0
31900	1
31919	3
31948	0
31987	2
32034	2
32087	0
32110	0
32122	3
32148	2
32188	1
32195	3
32250	2
32329	2
32402	0
32440	3
32516	2
32541	0
32569	2
32575	0
32599	1
32627	3
32721	3
32773	3
32793	2
32802	3
32870	0
33036	0
33124	3
33178	0
33179	1
33200	0
33264	0
33270	1
33281	1
33283	2
33307	0
33319	3
33461	0
33474	2
33487	0
33491	0
33517	0
33580	2
33614	2
33681	0
33816	3
33818	3
33832	2
33862	1
33933	1
33958	2
33974	3
33980	0
33999	2
34075	1
34087	1
34215	1
34300	3
34377	2
34397	1
34501	1
34523	2
34588	3
34600	1
34636	1
34752	1
34801	2
34864	1
