880574	190226	4
880574	174365	5
880574	47613	4
880574	147103	4
880574	18074	5
880574	222581	4
880574	218989	3
880574	231578	5
4053950	23947	5
4053950	72421	5
4053950	169253	5
4053953	193219	4
4053953	23772	5
4053953	231254	5
4203397	14861	5
4203397	14280	5
4203397	11513	5
4203397	7159	5
4203397	44699	5
4203397	223553	5
4203397	221079	5
4203397	245878	5
4203397	235797	5
4218419	13150	3
4218419	74350	5
4218419	16741	4
4218419	22230	4
4218419	229063	3
4218419	222325	4
1052065	87475	4
1052065	17918	5
1052065	230660	5
1052065	221004	5
2919836	14495	5
2919836	15361	5
2919836	48930	2
2919836	12775	5
2919836	82736	5
2919836	13426	4
2919836	212397	4
2919836	15184	4
2919836	23539	5
2919836	55860	5
2919836	17022	4
2919836	80819	5
2919836	150497	5
2919836	14349	4
2919836	149308	5
2919836	24033	4
2919836	20768	4
2919836	59671	5
2919836	6765	5
2919836	40545	4
2919836	7154	5
2919836	13378	5
2919836	93223	5
2919836	217280	4
2919836	17066	5
2919836	232723	4
456523	11698	5
456523	21176	5
456523	70828	5
3844545	11966	5
3844545	40181	4
3844545	20156	5
3844545	22180	5
3844545	234015	5
3408050	12979	5
3408050	18027	4
3408050	13393	5
3408050	85389	5
3408050	16129	5
3408050	87678	5
3408050	36927	5
3408050	66646	5
3408050	20669	5
3408050	51850	5
3408050	45954	5
3408050	71808	3
1412007	26382	5
1412007	216943	5
1412007	146579	3
1412007	16239	4
1412007	68532	4
1412007	21551	5
2326424	8372	5
2326424	19010	5
2326424	232453	4
2326424	231416	5
410507	21398	5
410507	60923	3
410507	18003	4
410507	65052	4
410507	68002	5
410507	16332	4
410507	17066	5
410507	236311	5
410507	232908	5
247467	143082	5
247467	165350	5
247467	13974	5
247467	13883	5
247467	230742	5
3378989	15406	2
3378989	214733	4
3378989	24507	4
821007	114417	5
821007	16836	5
821007	9840	5
821007	13307	4
821007	56927	5
821007	162760	5
824077	6820	5
824077	206515	5
824077	12482	5
824077	16164	5
824077	228128	5
2000588	9115	5
2000588	23600	5
2000588	220210	4
2000588	223042	5
3776763	25713	5
3776763	23822	5
3776763	25150	5
3776763	9401	5
3776763	7722	5
3776763	16678	5
3776763	219170	5
3776763	231037	5
3326566	22850	4
3326566	216564	5
3326566	228514	5
3326566	231566	5
2355486	218093	5
2355486	31064	5
2355486	34615	5
2355486	151724	5
2355486	24321	5
2355486	15715	4
2355486	77981	5
2355486	87013	5
2355486	9432	5
2355486	22729	5
2355486	14690	5
2355486	9368	5
2355486	13062	5
2355486	23685	5
2355486	47374	4
2355486	17983	4
2355486	13717	4
2355486	87156	5
2355486	228100	5
2355486	220661	5
2355486	220262	5
2355486	222506	5
2355486	221001	5
2355486	237297	3
2355486	232530	2
5594078	15057	4
5594078	18121	5
5594078	19368	5
1753324	52005	5
1753324	9023	5
1753324	8493	5
1753324	230857	5
211550	218185	4
211550	13436	5
211550	228875	5
1133677	67952	2
1133677	69193	5
1133677	56776	2
224972	48032	4
224972	17456	4
224972	54165	5
224972	14512	5
224972	219936	5
224972	230389	5
565030	18443	4
565030	218941	3
565030	144346	5
565030	81548	5
565030	55860	3
565030	19126	5
565030	59671	5
565030	36002	4
565030	231233	5
565030	235316	5
565030	233658	5
565030	232565	5
3584593	8887	5
3584593	24559	5
3584593	92528	5
2119458	214046	5
2119458	24329	4
2119458	19897	5
2119458	141678	5
2119458	22729	4
2119458	26589	5
2119458	229349	5
2119458	229936	5
3078696	13760	5
3078696	86936	5
3078696	24556	5
3078696	222588	5
1901723	26921	4
1901723	10275	4
1901723	14675	4
1901723	162003	5
1901723	20934	3
1901723	23443	3
1901723	177053	4
1901723	82817	5
1901723	220125	4
1901723	229231	4
1901723	233985	5
3533573	10757	5
3533573	84847	2
3533573	25128	5
4143496	46395	5
4143496	13246	3
4143496	232529	5
3777492	10813	5
3777492	17215	5
3777492	20156	5
3777492	24952	5
3777492	8652	5
3777492	10549	5
3777492	9401	5
3777492	162760	5
4516252	71722	5
4516252	217952	5
4516252	239836	5
4272347	11966	3
4272347	173309	5
4272347	246350	5
5935492	23600	5
5935492	8842	5
5935492	231449	4
4855587	16706	5
4855587	6932	3
4855587	15093	3
3783726	68876	5
3783726	175547	4
3783726	215131	5
3783726	187822	5
3783726	214565	5
3783726	11786	5
3783726	229254	5
3783726	241834	4
2071289	35440	5
2071289	70343	3
2071289	143667	5
2071289	229150	3
2071289	222430	5
2071289	212394	5
2071289	242402	5
1930823	13316	4
1930823	214541	5
1930823	7906	2
1930823	12997	2
1930823	81087	2
5096377	218068	4
5096377	222134	5
5096377	232681	5
4665902	21827	5
4665902	26404	5
4665902	229019	5
3822532	52734	3
3822532	65896	4
3822532	8778	5
3822532	132358	3
1807843	11793	4
1807843	14939	5
1807843	29112	4
2111335	22139	5
2111335	21390	5
2111335	49735	2
2111335	10602	4
2111335	16466	5
2111335	45145	5
2111335	92959	5
2111335	25080	2
2111335	24684	5
2111335	221950	5
2111335	230244	5
2111335	230192	5
2111335	238923	5
2111335	236372	5
2111335	242196	3
2111335	233582	2
2111335	238919	5
2111335	258377	5
2111335	229540	4
2463700	10656	5
2463700	23813	2
2463700	141678	5
2463700	228381	4
217531	72237	5
217531	21838	5
217531	132351	3
217531	171442	5
217531	230610	5
3914211	10511	5
3914211	70343	2
3914211	21655	4
3914211	212632	1
3914211	78299	5
3914211	177849	5
3914211	81310	3
3914211	23600	5
3914211	12643	3
3914211	219963	5
3914211	237928	5
2491813	217944	5
2491813	85504	5
2491813	235158	4
2771869	8941	4
2771869	86230	3
2771869	213742	5
2771869	216391	5
2771869	24598	5
2771869	214191	5
2771869	218787	5
2771869	46653	5
2771869	16239	3
2771869	21190	5
2771869	22230	5
2771869	78143	5
2771869	11679	5
2771869	222002	5
2771869	221004	5
2771869	223042	4
2771869	239919	5
2771869	240509	5
2771869	236609	2
2771869	233794	4
2771869	230270	5
2771869	241462	4
2794305	25294	5
2794305	219048	5
2794305	232355	5
873365	13150	5
873365	24202	5
873365	23809	5
873365	213668	5
873365	202716	5
873365	17036	5
873365	86230	5
873365	187450	5
873365	114414	5
873365	7915	5
873365	47569	4
873365	76763	2
